level,steps,ep_reward,win,game_name,criteria
0,696,1,True,expt_preconditions,1
1,881,-1,False,expt_preconditions,1
1,976,-1,False,expt_preconditions,1
1,993,-1,False,expt_preconditions,1
1,1637,-1,False,expt_preconditions,1
1,1676,-1,False,expt_preconditions,1
1,1817,-1,False,expt_preconditions,1
1,1926,-1,False,expt_preconditions,1
1,2073,-1,False,expt_preconditions,1
1,2840,-1,False,expt_preconditions,1
1,3721,-1,False,expt_preconditions,1
1,5719,-1,False,expt_preconditions,1
1,5797,-1,False,expt_preconditions,1
1,7795,-1,False,expt_preconditions,1
1,8021,-1,False,expt_preconditions,1
1,8338,-1,False,expt_preconditions,1
1,8400,-1,False,expt_preconditions,1
1,8590,-1,False,expt_preconditions,1
1,8942,-1,False,expt_preconditions,1
1,8977,-1,False,expt_preconditions,1
1,9050,-1,False,expt_preconditions,1
1,9186,-1,False,expt_preconditions,1
1,10022,-1,False,expt_preconditions,1
1,10347,-1,False,expt_preconditions,1
1,10884,-1,False,expt_preconditions,1
1,11918,-1,False,expt_preconditions,1
1,12089,-1,False,expt_preconditions,1
1,12306,-1,False,expt_preconditions,1
1,12404,-1,False,expt_preconditions,1
1,12508,-1,False,expt_preconditions,1
1,12610,1,True,expt_preconditions,1
2,12675,-1,False,expt_preconditions,1
2,12801,-1,False,expt_preconditions,1
2,12924,-1,False,expt_preconditions,1
2,12933,-1,False,expt_preconditions,1
2,12979,-1,False,expt_preconditions,1
2,13053,-1,False,expt_preconditions,1
2,13065,-1,False,expt_preconditions,1
2,13180,-1,False,expt_preconditions,1
2,13229,-1,False,expt_preconditions,1
2,13263,-1,False,expt_preconditions,1
2,13410,-1,False,expt_preconditions,1
2,13526,-1,False,expt_preconditions,1
2,13548,-1,False,expt_preconditions,1
2,13667,-1,False,expt_preconditions,1
2,13727,-1,False,expt_preconditions,1
2,13762,-1,False,expt_preconditions,1
2,13783,-1,False,expt_preconditions,1
2,13889,-1,False,expt_preconditions,1
2,13972,-1,False,expt_preconditions,1
2,14039,-1,False,expt_preconditions,1
2,14188,-1,False,expt_preconditions,1
2,14273,-1,False,expt_preconditions,1
2,14297,-1,False,expt_preconditions,1
2,14578,-1,False,expt_preconditions,1
2,14667,-1,False,expt_preconditions,1
2,14845,-1,False,expt_preconditions,1
2,14977,-1,False,expt_preconditions,1
2,15063,-1,False,expt_preconditions,1
2,15136,-1,False,expt_preconditions,1
2,15283,-1,False,expt_preconditions,1
2,15342,-1,False,expt_preconditions,1
2,15360,-1,False,expt_preconditions,1
2,15403,-1,False,expt_preconditions,1
2,15508,-1,False,expt_preconditions,1
2,15556,-1,False,expt_preconditions,1
2,15570,-1,False,expt_preconditions,1
2,15579,-1,False,expt_preconditions,1
2,15692,-1,False,expt_preconditions,1
2,15703,-1,False,expt_preconditions,1
2,15740,-1,False,expt_preconditions,1
2,16015,-1,False,expt_preconditions,1
2,16096,-1,False,expt_preconditions,1
2,16384,-1,False,expt_preconditions,1
2,16409,-1,False,expt_preconditions,1
2,16418,-1,False,expt_preconditions,1
2,16638,-1,False,expt_preconditions,1
2,16661,-1,False,expt_preconditions,1
2,16697,-1,False,expt_preconditions,1
2,16803,-1,False,expt_preconditions,1
2,16841,-1,False,expt_preconditions,1
2,16868,-1,False,expt_preconditions,1
2,16893,-1,False,expt_preconditions,1
2,16989,-1,False,expt_preconditions,1
2,17015,-1,False,expt_preconditions,1
2,17051,-1,False,expt_preconditions,1
2,17140,-1,False,expt_preconditions,1
2,17446,-1,False,expt_preconditions,1
2,17536,-1,False,expt_preconditions,1
2,17545,-1,False,expt_preconditions,1
2,17663,-1,False,expt_preconditions,1
2,17774,-1,False,expt_preconditions,1
2,17832,-1,False,expt_preconditions,1
2,17839,-1,False,expt_preconditions,1
2,17886,-1,False,expt_preconditions,1
2,17930,-1,False,expt_preconditions,1
2,18112,-1,False,expt_preconditions,1
2,18124,-1,False,expt_preconditions,1
2,18199,-1,False,expt_preconditions,1
2,18254,-1,False,expt_preconditions,1
2,18381,-1,False,expt_preconditions,1
2,18424,-1,False,expt_preconditions,1
2,18445,-1,False,expt_preconditions,1
2,18459,-1,False,expt_preconditions,1
2,18469,-1,False,expt_preconditions,1
2,18571,-1,False,expt_preconditions,1
2,18679,-1,False,expt_preconditions,1
2,18710,-1,False,expt_preconditions,1
2,18787,-1,False,expt_preconditions,1
2,18799,-1,False,expt_preconditions,1
2,18808,-1,False,expt_preconditions,1
2,18887,-1,False,expt_preconditions,1
2,18910,-1,False,expt_preconditions,1
2,18923,-1,False,expt_preconditions,1
2,18967,-1,False,expt_preconditions,1
2,19176,-1,False,expt_preconditions,1
2,19249,-1,False,expt_preconditions,1
2,19503,-1,False,expt_preconditions,1
2,19587,-1,False,expt_preconditions,1
2,19635,-1,False,expt_preconditions,1
2,19732,-1,False,expt_preconditions,1
2,19882,-1,False,expt_preconditions,1
2,19978,-1,False,expt_preconditions,1
2,20049,-1,False,expt_preconditions,1
2,20228,-1,False,expt_preconditions,1
2,20300,-1,False,expt_preconditions,1
2,20676,-1,False,expt_preconditions,1
2,20680,-1,False,expt_preconditions,1
2,20700,-1,False,expt_preconditions,1
2,20954,-1,False,expt_preconditions,1
2,21004,-1,False,expt_preconditions,1
