level,steps,ep_reward,win,game_name,criteria
0,122,1,True,variant_expt_relational_2,1
1,2120,-1,False,variant_expt_relational_2,1
1,4118,-1,False,variant_expt_relational_2,1
1,6116,-1,False,variant_expt_relational_2,1
1,8114,-1,False,variant_expt_relational_2,1
1,10112,-1,False,variant_expt_relational_2,1
1,12110,-1,False,variant_expt_relational_2,1
1,14108,-1,False,variant_expt_relational_2,1
1,16106,-1,False,variant_expt_relational_2,1
1,18104,-1,False,variant_expt_relational_2,1
1,20102,-1,False,variant_expt_relational_2,1
1,22100,-1,False,variant_expt_relational_2,1
1,24098,-1,False,variant_expt_relational_2,1
1,26096,-1,False,variant_expt_relational_2,1
1,28094,-1,False,variant_expt_relational_2,1
1,30092,-1,False,variant_expt_relational_2,1
1,32090,-1,False,variant_expt_relational_2,1
1,34088,-1,False,variant_expt_relational_2,1
1,36086,-1,False,variant_expt_relational_2,1
1,38084,-1,False,variant_expt_relational_2,1
1,40082,-1,False,variant_expt_relational_2,1
1,42080,-1,False,variant_expt_relational_2,1
1,44078,-1,False,variant_expt_relational_2,1
1,46076,-1,False,variant_expt_relational_2,1
1,48074,-1,False,variant_expt_relational_2,1
1,50072,-1,False,variant_expt_relational_2,1
1,52070,-1,False,variant_expt_relational_2,1
1,54068,-1,False,variant_expt_relational_2,1
1,56066,-1,False,variant_expt_relational_2,1
1,58064,-1,False,variant_expt_relational_2,1
1,60062,-1,False,variant_expt_relational_2,1
1,62060,-1,False,variant_expt_relational_2,1
1,64058,-1,False,variant_expt_relational_2,1
1,66056,-1,False,variant_expt_relational_2,1
1,68054,-1,False,variant_expt_relational_2,1
1,70052,-1,False,variant_expt_relational_2,1
1,72050,-1,False,variant_expt_relational_2,1
1,74048,-1,False,variant_expt_relational_2,1
1,76046,-1,False,variant_expt_relational_2,1
1,78044,-1,False,variant_expt_relational_2,1
1,80042,-1,False,variant_expt_relational_2,1
1,82040,-1,False,variant_expt_relational_2,1
1,84038,-1,False,variant_expt_relational_2,1
1,86036,-1,False,variant_expt_relational_2,1
1,88034,-1,False,variant_expt_relational_2,1
1,89911,1,True,variant_expt_relational_2,1
2,91909,-1,False,variant_expt_relational_2,1
2,92551,1,True,variant_expt_relational_2,1
3,94549,-1,False,variant_expt_relational_2,1
3,96547,-1,False,variant_expt_relational_2,1
3,98545,-1,False,variant_expt_relational_2,1
3,100543,-1,False,variant_expt_relational_2,1
3,102150,1,True,variant_expt_relational_2,1
